STEP,IT,ERRE,ERRS,SVM,AVG_NR_IT
2,10,1.5052E-06,2.1717E+00,4.9222E-02,5.4004E-01
2,11,1.5468E-06,9.7811E-01,1.0422E-01,5.4004E-01
2,12,1.3742E-06,5.8627E-01,1.5763E-01,5.4004E-01
2,13,1.0549E-06,4.1212E-01,2.0415E-01,5.4004E-01
2,14,7.5101E-07,2.6317E-01,2.4033E-01,5.4004E-01
2,15,5.3404E-07,1.5047E-01,2.6173E-01,5.4004E-01
2,16,4.1345E-07,1.2363E-01,2.6481E-01,5.4004E-01
2,17,3.5418E-07,1.2975E-01,2.5014E-01,5.4004E-01
2,18,3.1103E-07,1.1471E-01,2.2343E-01,5.4004E-01
2,19,2.5854E-07,9.4817E-02,1.9346E-01,5.4004E-01
2,20,1.9648E-07,8.5617E-02,1.6857E-01,5.4004E-01
2,21,1.4393E-07,7.2562E-02,1.5372E-01,5.4004E-01
2,22,1.1342E-07,5.8458E-02,1.4938E-01,5.4004E-01
2,23,9.5702E-08,4.9414E-02,1.5224E-01,5.4004E-01
2,24,7.9159E-08,3.8775E-02,1.5765E-01,5.4004E-01
2,25,6.3737E-08,2.8743E-02,1.6212E-01,5.4004E-01
2,26,5.1344E-08,2.3064E-02,1.6421E-01,5.4004E-01
2,27,4.0913E-08,1.8829E-02,1.6403E-01,5.4004E-01
2,28,3.2346E-08,1.5267E-02,1.6215E-01,5.4004E-01
2,29,2.5971E-08,1.3260E-02,1.5898E-01,5.4004E-01
2,30,2.1109E-08,1.1093E-02,1.5487E-01,5.4004E-01
2,31,1.7348E-08,8.4212E-03,1.5030E-01,5.4004E-01
2,32,1.4466E-08,6.8026E-03,1.4593E-01,5.4004E-01
2,33,1.1966E-08,5.9989E-03,1.4247E-01,5.4004E-01
2,34,9.7737E-09,5.1375E-03,1.4032E-01,5.4004E-01
2,35,8.0762E-09,4.4418E-03,1.3936E-01,5.4004E-01
2,36,6.7681E-09,3.8721E-03,1.3910E-01,5.4004E-01
2,37,5.7660E-09,3.1592E-03,1.3892E-01,5.4004E-01
2,38,5.0636E-09,2.5737E-03,1.3839E-01,5.4004E-01
2,39,4.4541E-09,2.2368E-03,1.3742E-01,5.4004E-01
2,40,3.8039E-09,1.9509E-03,1.3617E-01,5.4004E-01
2,41,3.2430E-09,1.7288E-03,1.3480E-01,5.4004E-01
2,42,2.8508E-09,1.6036E-03,1.3345E-01,5.4004E-01
2,43,2.5599E-09,1.4434E-03,1.3214E-01,5.4004E-01
2,44,2.3306E-09,1.2472E-03,1.3085E-01,5.4004E-01
2,45,2.1434E-09,1.1134E-03,1.2963E-01,5.4004E-01
2,46,1.9551E-09,1.0282E-03,1.2852E-01,5.4004E-01
2,47,1.7671E-09,9.5792E-04,1.2755E-01,5.4004E-01
2,48,1.6130E-09,9.1275E-04,1.2671E-01,5.4004E-01
2,49,1.4945E-09,8.6724E-04,1.2595E-01,5.4004E-01
2,50,1.3987E-09,7.9762E-04,1.2520E-01,5.4004E-01
3,1,1.3335E-05,2.1479E+00,8.1236E-01,5.4004E-01
3,2,4.3676E-06,3.8106E-01,1.2003E+00,5.4004E-01
3,3,1.0362E-06,2.5052E-01,1.2763E+00,5.4004E-01
3,4,2.0110E-06,4.6903E-01,1.1115E+00,5.4004E-01
3,5,3.3840E-06,5.1680E-01,8.2085E-01,5.4004E-01
3,6,3.5036E-06,6.7738E-01,5.1771E-01,5.4004E-01
3,7,2.6093E-06,1.2780E+00,2.7938E-01,5.4004E-01
3,8,1.5019E-06,1.9472E+00,1.3186E-01,5.4004E-01
3,9,8.6507E-07,2.0346E+00,6.8389E-02,5.4004E-01
3,10,7.5379E-07,1.1632E+00,9.1616E-02,5.4004E-01
3,11,7.7505E-07,6.8324E-01,1.4898E-01,5.4004E-01
3,12,6.8871E-07,4.4746E-01,2.0638E-01,5.4004E-01
3,13,5.2876E-07,3.2892E-01,2.5539E-01,5.4004E-01
3,14,3.7669E-07,2.1622E-01,2.9251E-01,5.4004E-01
3,15,2.6804E-07,1.2577E-01,3.1391E-01,5.4004E-01
3,16,2.0756E-07,1.0344E-01,3.1661E-01,5.4004E-01
3,17,1.7792E-07,1.0760E-01,3.0152E-01,5.4004E-01
3,18,1.5636E-07,9.3531E-02,2.7447E-01,5.4004E-01
3,19,1.3003E-07,7.5249E-02,2.4427E-01,5.4004E-01
3,20,9.8928E-08,6.5986E-02,2.1929E-01,5.4004E-01
3,21,7.2608E-08,5.4919E-02,2.0444E-01,5.4004E-01
3,22,5.7285E-08,4.4034E-02,2.0004E-01,5.4004E-01
3,23,4.8387E-08,3.7398E-02,2.0274E-01,5.4004E-01
3,24,4.0124E-08,2.9683E-02,2.0795E-01,5.4004E-01
3,25,3.2401E-08,2.2221E-02,2.1222E-01,5.4004E-01
3,26,2.6167E-08,1.7911E-02,2.1413E-01,5.4004E-01
3,27,2.0918E-08,1.4707E-02,2.1377E-01,5.4004E-01
3,28,1.6602E-08,1.1996E-02,2.1168E-01,5.4004E-01
3,29,1.3387E-08,1.0408E-02,2.0833E-01,5.4004E-01
3,30,1.0949E-08,8.6899E-03,2.0406E-01,5.4004E-01
3,31,9.0693E-09,6.6091E-03,1.9932E-01,5.4004E-01
3,32,7.6192E-09,5.3356E-03,1.9480E-01,5.4004E-01
3,33,6.3522E-09,4.7056E-03,1.9118E-01,5.4004E-01
3,34,5.2369E-09,4.0696E-03,1.8885E-01,5.4004E-01
3,35,4.3692E-09,3.5586E-03,1.8773E-01,5.4004E-01
3,36,3.7030E-09,3.1286E-03,1.8730E-01,5.4004E-01
3,37,3.1973E-09,2.5867E-03,1.8695E-01,5.4004E-01
3,38,2.8422E-09,2.1359E-03,1.8626E-01,5.4004E-01
3,39,2.5299E-09,1.8725E-03,1.8514E-01,5.4004E-01
3,40,2.1943E-09,1.6572E-03,1.8372E-01,5.4004E-01
3,41,1.9023E-09,1.4943E-03,1.8221E-01,5.4004E-01
3,42,1.6962E-09,1.3995E-03,1.8070E-01,5.4004E-01
3,43,1.5439E-09,1.2739E-03,1.7923E-01,5.4004E-01
3,44,1.4245E-09,1.1196E-03,1.7781E-01,5.4004E-01
3,45,1.3257E-09,1.0120E-03,1.7644E-01,5.4004E-01
3,46,1.2249E-09,9.4420E-04,1.7519E-01,5.4004E-01
3,47,1.1233E-09,8.9137E-04,1.7408E-01,5.4004E-01
3,48,1.0387E-09,8.5729E-04,1.7310E-01,5.4004E-01
3,49,9.7321E-10,8.2065E-04,1.7219E-01,5.4004E-01
3,50,9.2053E-10,7.6412E-04,1.7130E-01,5.4004E-01
4,1,8.9035E-06,2.0316E+00,8.5837E-01,5.4004E-01
4,2,2.9146E-06,3.6663E-01,1.2462E+00,5.4004E-01
4,3,6.9003E-07,2.4143E-01,1.3220E+00,5.4004E-01
4,4,1.3416E-06,4.5006E-01,1.1571E+00,5.4004E-01
4,5,2.2591E-06,4.8944E-01,8.6606E-01,5.4004E-01
4,6,2.3392E-06,6.2341E-01,5.6217E-01,5.4004E-01
4,7,1.7422E-06,1.1072E+00,3.2230E-01,5.4004E-01
4,8,1.0027E-06,1.4801E+00,1.7341E-01,5.4004E-01
4,9,5.7746E-07,1.2325E+00,1.1287E-01,5.4004E-01
4,10,5.0320E-07,7.9775E-01,1.3353E-01,5.4004E-01
4,11,5.1754E-07,5.3524E-01,1.9010E-01,5.4004E-01
4,12,4.5999E-07,3.7102E-01,2.4884E-01,5.4004E-01
4,13,3.5320E-07,2.8085E-01,2.9903E-01,5.4004E-01
4,14,2.5164E-07,1.8789E-01,3.3666E-01,5.4004E-01
4,15,1.7908E-07,1.1037E-01,3.5806E-01,5.4004E-01
4,16,1.3871E-07,9.0939E-02,3.6055E-01,5.4004E-01
4,17,1.1895E-07,9.4053E-02,3.4522E-01,5.4004E-01
4,18,1.0458E-07,8.0802E-02,3.1797E-01,5.4004E-01
4,19,8.7012E-08,6.3968E-02,2.8766E-01,5.4004E-01
4,20,6.6239E-08,5.5186E-02,2.6263E-01,5.4004E-01
4,21,4.8649E-08,4.5452E-02,2.4778E-01,5.4004E-01
4,22,3.8407E-08,3.6367E-02,2.4335E-01,5.4004E-01
4,23,3.2466E-08,3.0987E-02,2.4597E-01,5.4004E-01
4,24,2.6958E-08,2.4722E-02,2.5108E-01,5.4004E-01
4,25,2.1807E-08,1.8594E-02,2.5524E-01,5.4004E-01
4,26,1.7642E-08,1.5035E-02,2.5703E-01,5.4004E-01
4,27,1.4129E-08,1.2381E-02,2.5655E-01,5.4004E-01
4,28,1.1237E-08,1.0128E-02,2.5435E-01,5.4004E-01
4,29,9.0850E-09,8.7934E-03,2.5088E-01,5.4004E-01
4,30,7.4574E-09,7.3357E-03,2.4651E-01,5.4004E-01
4,31,6.2053E-09,5.5800E-03,2.4167E-01,5.4004E-01
4,32,5.2378E-09,4.5045E-03,2.3705E-01,5.4004E-01
4,33,4.3883E-09,3.9763E-03,2.3333E-01,5.4004E-01
4,34,3.6374E-09,3.4573E-03,2.3090E-01,5.4004E-01
4,35,3.0522E-09,3.0440E-03,2.2968E-01,5.4004E-01
4,36,2.6042E-09,2.6916E-03,2.2915E-01,5.4004E-01
4,37,2.2660E-09,2.2416E-03,2.2869E-01,5.4004E-01
4,38,2.0288E-09,1.8642E-03,2.2790E-01,5.4004E-01
4,39,1.8188E-09,1.6432E-03,2.2668E-01,5.4004E-01
4,40,1.5916E-09,1.4665E-03,2.2516E-01,5.4004E-01
4,41,1.3927E-09,1.3351E-03,2.2355E-01,5.4004E-01
4,42,1.2517E-09,1.2578E-03,2.2194E-01,5.4004E-01
4,43,1.1480E-09,1.1526E-03,2.2038E-01,5.4004E-01
4,44,1.0670E-09,1.0221E-03,2.1886E-01,5.4004E-01
4,45,9.9975E-10,9.3018E-04,2.1740E-01,5.4004E-01
4,46,9.3044E-10,8.7287E-04,2.1606E-01,5.4004E-01
4,47,8.5993E-10,8.2978E-04,2.1485E-01,5.4004E-01
4,48,8.0083E-10,8.0218E-04,2.1378E-01,5.4004E-01
4,49,7.5497E-10,7.7127E-04,2.1279E-01,5.4004E-01
4,50,7.1827E-10,7.2283E-04,2.1180E-01,5.4004E-01
5,1,6.6846E-06,1.9394E+00,8.9881E-01,5.4004E-01
5,2,2.1875E-06,3.5488E-01,1.2865E+00,5.4004E-01
5,3,5.1718E-07,2.3403E-01,1.3623E+00,5.4004E-01
5,4,1.0068E-06,4.3468E-01,1.1972E+00,5.4004E-01
5,5,1.6960E-06,4.6766E-01,9.0592E-01,5.4004E-01
5,6,1.7563E-06,5.8241E-01,6.0150E-01,5.4004E-01
5,7,1.3080E-06,9.8919E-01,3.6063E-01,5.4004E-01
5,8,7.5279E-07,1.2144E+00,2.1131E-01,5.4004E-01
5,9,4.3348E-07,9.1257E-01,1.5242E-01,5.4004E-01
5,10,3.7776E-07,6.1968E-01,1.7185E-01,5.4004E-01
5,11,3.8859E-07,4.4686E-01,2.2765E-01,5.4004E-01
5,12,3.4543E-07,3.2163E-01,2.8700E-01,5.4004E-01
5,13,2.6526E-07,2.4851E-01,3.3790E-01,5.4004E-01
5,14,1.8899E-07,1.6831E-01,3.7584E-01,5.4004E-01
5,15,1.3451E-07,9.9545E-02,3.9724E-01,5.4004E-01
5,16,1.0420E-07,8.2121E-02,3.9957E-01,5.4004E-01
5,17,8.9380E-08,8.4585E-02,3.8408E-01,5.4004E-01
5,18,7.8613E-08,7.2067E-02,3.5671E-01,5.4004E-01
5,19,6.5426E-08,5.6427E-02,3.2631E-01,5.4004E-01
5,20,4.9826E-08,4.8160E-02,3.0126E-01,5.4004E-01
5,21,3.6611E-08,3.9402E-02,2.8641E-01,5.4004E-01
5,22,2.8916E-08,3.1487E-02,2.8196E-01,5.4004E-01
5,23,2.4456E-08,2.6884E-02,2.8453E-01,5.4004E-01
5,24,2.0325E-08,2.1519E-02,2.8956E-01,5.4004E-01
5,25,1.6462E-08,1.6232E-02,2.9364E-01,5.4004E-01
5,26,1.3334E-08,1.3152E-02,2.9535E-01,5.4004E-01
5,27,1.0691E-08,1.0852E-02,2.9478E-01,5.4004E-01
5,28,8.5153E-09,8.8959E-03,2.9249E-01,5.4004E-01
5,29,6.8969E-09,7.7274E-03,2.8896E-01,5.4004E-01
5,30,5.6757E-09,6.4438E-03,2.8451E-01,5.4004E-01
5,31,4.7378E-09,4.9024E-03,2.7960E-01,5.4004E-01
5,32,4.0123E-09,3.9578E-03,2.7491E-01,5.4004E-01
5,33,3.3731E-09,3.4964E-03,2.7111E-01,5.4004E-01
5,34,2.8063E-09,3.0517E-03,2.6862E-01,5.4004E-01
5,35,2.3640E-09,2.6997E-03,2.6732E-01,5.4004E-01
5,36,2.0263E-09,2.3966E-03,2.6671E-01,5.4004E-01
5,37,1.7724E-09,2.0057E-03,2.6619E-01,5.4004E-01
5,38,1.5946E-09,1.6760E-03,2.6532E-01,5.4004E-01
5,39,1.4366E-09,1.4828E-03,2.6403E-01,5.4004E-01
5,40,1.2645E-09,1.3309E-03,2.6244E-01,5.4004E-01
5,41,1.1133E-09,1.2194E-03,2.6075E-01,5.4004E-01
5,42,1.0059E-09,1.1535E-03,2.5908E-01,5.4004E-01
5,43,9.2713E-10,1.0616E-03,2.5745E-01,5.4004E-01
5,44,8.6597E-10,9.4695E-04,2.5586E-01,5.4004E-01
5,45,8.1500E-10,8.6569E-04,2.5433E-01,5.4004E-01
5,46,7.6208E-10,8.1547E-04,2.5291E-01,5.4004E-01
5,47,7.0791E-10,7.7870E-04,2.5164E-01,5.4004E-01
5,48,6.6230E-10,7.5534E-04,2.5051E-01,5.4004E-01
5,49,6.2690E-10,7.2835E-04,2.4944E-01,5.4004E-01
5,50,5.9871E-10,6.8547E-04,2.4839E-01,5.4004E-01
6,1,5.3517E-06,1.8632E+00,9.3535E-01,5.4004E-01
6,2,1.7509E-06,3.4491E-01,1.3230E+00,5.4004E-01
6,3,4.1354E-07,2.2776E-01,1.3987E+00,5.4004E-01
6,4,8.0573E-07,4.2168E-01,1.2335E+00,5.4004E-01
6,5,1.3578E-06,4.4957E-01,9.4201E-01,5.4004E-01
6,6,1.4061E-06,5.4962E-01,6.3717E-01,5.4004E-01
6,7,1.0472E-06,9.0147E-01,3.9562E-01,5.4004E-01
6,8,6.0267E-07,1.0422E+00,2.4618E-01,5.4004E-01
6,9,3.4701E-07,7.3842E-01,1.8834E-01,5.4004E-01
6,10,3.0242E-07,5.1426E-01,2.0705E-01,5.4004E-01
6,11,3.1113E-07,3.8786E-01,2.6223E-01,5.4004E-01
6,12,2.7660E-07,2.8671E-01,3.2192E-01,5.4004E-01
6,13,2.1241E-07,2.2494E-01,3.7328E-01,5.4004E-01
6,14,1.5135E-07,1.5376E-01,4.1145E-01,5.4004E-01
6,15,1.0772E-07,9.1400E-02,4.3284E-01,5.4004E-01
6,16,8.3458E-08,7.5468E-02,4.3506E-01,5.4004E-01
6,17,7.1603E-08,7.7488E-02,4.1944E-01,5.4004E-01
6,18,6.2993E-08,6.5609E-02,3.9197E-01,5.4004E-01
6,19,5.2440E-08,5.0954E-02,3.6152E-01,5.4004E-01
6,20,3.9947E-08,4.3155E-02,3.3645E-01,5.4004E-01
6,21,2.9362E-08,3.5144E-02,3.2160E-01,5.4004E-01
6,22,2.3198E-08,2.8061E-02,3.1713E-01,5.4004E-01
6,23,1.9627E-08,2.3994E-02,3.1966E-01,5.4004E-01
6,24,1.6323E-08,1.9249E-02,3.2463E-01,5.4004E-01
6,25,1.3233E-08,1.4550E-02,3.2865E-01,5.4004E-01
6,26,1.0728E-08,1.1806E-02,3.3030E-01,5.4004E-01
6,27,8.6101E-09,9.7563E-03,3.2967E-01,5.4004E-01
6,28,6.8649E-09,8.0104E-03,3.2731E-01,5.4004E-01
6,29,5.5677E-09,6.9615E-03,3.2371E-01,5.4004E-01
6,30,4.5906E-09,5.8037E-03,3.1921E-01,5.4004E-01
6,31,3.8413E-09,4.4163E-03,3.1426E-01,5.4004E-01
6,32,3.2613E-09,3.5659E-03,3.0951E-01,5.4004E-01
6,33,2.7487E-09,3.1525E-03,3.0566E-01,5.4004E-01
6,34,2.2932E-09,2.7596E-03,3.0310E-01,5.4004E-01
6,35,1.9375E-09,2.4502E-03,3.0175E-01,5.4004E-01
6,36,1.6663E-09,2.1815E-03,3.0108E-01,5.4004E-01
6,37,1.4632E-09,1.8323E-03,3.0050E-01,5.4004E-01
6,38,1.3213E-09,1.5365E-03,2.9958E-01,5.4004E-01
6,39,1.1947E-09,1.3632E-03,2.9823E-01,5.4004E-01
6,40,1.0561E-09,1.2286E-03,2.9658E-01,5.4004E-01
6,41,9.3397E-10,1.1310E-03,2.9484E-01,5.4004E-01
6,42,8.4710E-10,1.0731E-03,2.9311E-01,5.4004E-01
6,43,7.8363E-10,9.9088E-04,2.9143E-01,5.4004E-01
6,44,7.3454E-10,8.8762E-04,2.8978E-01,5.4004E-01
6,45,6.9355E-10,8.1411E-04,2.8820E-01,5.4004E-01
6,46,6.5074E-10,7.6903E-04,2.8674E-01,5.4004E-01
6,47,6.0670E-10,7.3672E-04,2.8541E-01,5.4004E-01
6,48,5.6949E-10,7.1636E-04,2.8422E-01,5.4004E-01
6,49,5.4064E-10,6.9224E-04,2.8310E-01,5.4004E-01
6,50,5.1776E-10,6.5344E-04,2.8200E-01,5.4004E-01
7,1,4.4623E-06,1.7983E+00,9.6892E-01,5.4004E-01
7,2,1.4596E-06,3.3624E-01,1.3565E+00,5.4004E-01
7,3,3.4448E-07,2.2231E-01,1.4321E+00,5.4004E-01
7,4,6.7163E-07,4.1043E-01,1.2669E+00,5.4004E-01
7,5,1.1321E-06,4.3413E-01,9.7522E-01,5.4004E-01
7,6,1.1724E-06,5.2253E-01,6.7003E-01,5.4004E-01
7,7,8.7319E-07,8.3314E-01,4.2798E-01,5.4004E-01
7,8,5.0250E-07,9.2098E-01,2.7854E-01,5.4004E-01
7,9,2.8931E-07,6.2798E-01,2.2144E-01,5.4004E-01
7,10,2.5215E-07,4.4422E-01,2.3966E-01,5.4004E-01
7,11,2.5943E-07,3.4547E-01,2.9437E-01,5.4004E-01
7,12,2.3066E-07,2.6052E-01,3.5425E-01,5.4004E-01
7,13,1.7714E-07,2.0682E-01,4.0595E-01,5.4004E-01
7,14,1.2622E-07,1.4241E-01,4.4429E-01,5.4004E-01
7,15,8.9838E-08,8.4990E-02,4.6566E-01,5.4004E-01
7,16,6.9610E-08,7.0221E-02,4.6779E-01,5.4004E-01
7,17,5.9732E-08,7.1920E-02,4.5207E-01,5.4004E-01
7,18,5.2560E-08,6.0596E-02,4.2453E-01,5.4004E-01
7,19,4.3764E-08,4.6765E-02,3.9404E-01,5.4004E-01
7,20,3.3346E-08,3.9377E-02,3.6896E-01,5.4004E-01
7,21,2.4516E-08,3.1957E-02,3.5410E-01,5.4004E-01
7,22,1.9374E-08,2.5503E-02,3.4962E-01,5.4004E-01
7,23,1.6397E-08,2.1830E-02,3.5211E-01,5.4004E-01
7,24,1.3644E-08,1.7542E-02,3.5704E-01,5.4004E-01
7,25,1.1069E-08,1.3280E-02,3.6101E-01,5.4004E-01
7,26,8.9808E-09,1.0788E-02,3.6261E-01,5.4004E-01
7,27,7.2129E-09,8.9257E-03,3.6192E-01,5.4004E-01
7,28,5.7556E-09,7.3380E-03,3.5952E-01,5.4004E-01
7,29,4.6732E-09,6.3799E-03,3.5587E-01,5.4004E-01
7,30,3.8590E-09,5.3182E-03,3.5132E-01,5.4004E-01
7,31,3.2354E-09,4.0478E-03,3.4632E-01,5.4004E-01
7,32,2.7524E-09,3.2690E-03,3.4153E-01,5.4004E-01
7,33,2.3245E-09,2.8918E-03,3.3763E-01,5.4004E-01
7,34,1.9436E-09,2.5376E-03,3.3503E-01,5.4004E-01
7,35,1.6459E-09,2.2595E-03,3.3363E-01,5.4004E-01
7,36,1.4194E-09,2.0164E-03,3.3292E-01,5.4004E-01
7,37,1.2503E-09,1.6985E-03,3.3229E-01,5.4004E-01
7,38,1.1323E-09,1.4283E-03,3.3133E-01,5.4004E-01
7,39,1.0266E-09,1.2699E-03,3.2993E-01,5.4004E-01
7,40,9.1064E-10,1.1483E-03,3.2824E-01,5.4004E-01
7,41,8.0811E-10,1.0610E-03,3.2645E-01,5.4004E-01
7,42,7.3512E-10,1.0091E-03,3.2467E-01,5.4004E-01
7,43,6.8196E-10,9.3417E-04,3.2295E-01,5.4004E-01
7,44,6.4100E-10,8.3958E-04,3.2126E-01,5.4004E-01
7,45,6.0676E-10,7.7201E-04,3.1964E-01,5.4004E-01
7,46,5.7081E-10,7.3085E-04,3.1813E-01,5.4004E-01
7,47,5.3368E-10,7.0186E-04,3.1676E-01,5.4004E-01
7,48,5.0222E-10,6.8374E-04,3.1552E-01,5.4004E-01
7,49,4.7786E-10,6.6180E-04,3.1436E-01,5.4004E-01
7,50,4.5862E-10,6.2614E-04,3.1321E-01,5.4004E-01
8,1,3.8266E-06,1.7419E+00,1.0001E+00,5.4004E-01
8,2,1.2514E-06,3.2858E-01,1.3876E+00,5.4004E-01
8,3,2.9516E-07,2.1748E-01,1.4632E+00,5.4004E-01
8,4,5.7581E-07,4.0051E-01,1.2979E+00,5.4004E-01
8,5,9.7075E-07,4.2071E-01,1.0061E+00,5.4004E-01
8,6,1.0054E-06,4.9960E-01,7.0062E-01,5.4004E-01
8,7,7.4879E-07,7.7808E-01,4.5819E-01,5.4004E-01
8,8,4.3089E-07,8.3063E-01,3.0880E-01,5.4004E-01
8,9,2.4808E-07,5.5125E-01,2.5224E-01,5.4004E-01
8,10,2.1621E-07,3.9410E-01,2.7011E-01,5.4004E-01
8,11,2.2248E-07,3.1342E-01,3.2444E-01,5.4004E-01
8,12,1.9781E-07,2.4004E-01,3.8445E-01,5.4004E-01
8,13,1.5192E-07,1.9238E-01,4.3640E-01,5.4004E-01
8,14,1.0825E-07,1.3325E-01,4.7487E-01,5.4004E-01
8,15,7.7052E-08,7.9780E-02,4.9623E-01,5.4004E-01
8,16,5.9707E-08,6.5951E-02,4.9828E-01,5.4004E-01
8,17,5.1242E-08,6.7408E-02,4.8248E-01,5.4004E-01
8,18,4.5097E-08,5.6567E-02,4.5488E-01,5.4004E-01
8,19,3.7556E-08,4.3436E-02,4.2436E-01,5.4004E-01
8,20,2.8621E-08,3.6406E-02,3.9926E-01,5.4004E-01
8,21,2.1047E-08,2.9467E-02,3.8440E-01,5.4004E-01
8,22,1.6636E-08,2.3506E-02,3.7990E-01,5.4004E-01
8,23,1.4083E-08,2.0139E-02,3.8236E-01,5.4004E-01
8,24,1.1724E-08,1.6205E-02,3.8726E-01,5.4004E-01
8,25,9.5175E-09,1.2282E-02,3.9119E-01,5.4004E-01
8,26,7.7265E-09,9.9862E-03,3.9275E-01,5.4004E-01
8,27,6.2092E-09,8.2708E-03,3.9201E-01,5.4004E-01
8,28,4.9582E-09,6.8070E-03,3.8957E-01,5.4004E-01
8,29,4.0294E-09,5.9206E-03,3.8588E-01,5.4004E-01
8,30,3.3316E-09,4.9351E-03,3.8129E-01,5.4004E-01
8,31,2.7978E-09,3.7572E-03,3.7626E-01,5.4004E-01
8,32,2.3840E-09,3.0349E-03,3.7143E-01,5.4004E-01
8,33,2.0169E-09,2.6864E-03,3.6749E-01,5.4004E-01
8,34,1.6894E-09,2.3620E-03,3.6486E-01,5.4004E-01
8,35,1.4334E-09,2.1082E-03,3.6342E-01,5.4004E-01
8,36,1.2389E-09,1.8851E-03,3.6267E-01,5.4004E-01
8,37,1.0941E-09,1.5915E-03,3.6200E-01,5.4004E-01
