0.019374	 0.000951	 0.022918	 0.056809	 -0.004975	 -0.000013	 1.018568	 1.531415	 2.255247	 1.582981	 0.001692	 
0.092322	 0.000909	 0.022907	 0.268321	 -0.003792	 -0.000069	 1.059896	 1.534313	 2.171411	 1.553280	 0.001692	 
0.188062	 0.000923	 0.022919	 0.540272	 -0.001728	 0.000027	 1.038571	 1.427709	 2.062028	 1.513652	 0.001692	 
0.261875	 0.000985	 0.022949	 0.745633	 0.000253	 0.000228	 0.969430	 1.278479	 1.978191	 1.482562	 0.001692	 
0.019258	 0.004564	 0.022919	 0.056756	 -0.019729	 0.000002	 1.004566	 1.508455	 2.252397	 1.581981	 0.001692	 
0.091987	 0.004370	 0.022897	 0.267343	 -0.016237	 -0.000083	 1.038085	 1.502222	 2.170663	 1.553013	 0.001692	 
0.187958	 0.004414	 0.022909	 0.536355	 -0.009728	 0.000008	 1.018670	 1.401705	 2.064024	 1.514384	 0.001692	 
0.262344	 0.004676	 0.022949	 0.738136	 -0.003242	 0.000233	 0.958874	 1.267178	 1.982290	 1.484097	 0.001692	 
0.018817	 0.009384	 0.022918	 0.054721	 -0.029670	 -0.000008	 1.003476	 1.504330	 2.248679	 1.580674	 0.001692	 
0.089944	 0.009001	 0.022895	 0.257757	 -0.028225	 -0.000097	 1.032864	 1.493995	 2.169688	 1.552664	 0.001692	 
0.183944	 0.009039	 0.022905	 0.517133	 -0.023755	 -0.000005	 1.017710	 1.402152	 2.066628	 1.515339	 0.001692	 
0.256910	 0.009482	 0.022945	 0.711692	 -0.018349	 0.000225	 0.966308	 1.280447	 1.987637	 1.486098	 0.001692	 
0.018258	 0.013159	 0.022917	 0.051653	 -0.030156	 -0.000040	 1.016465	 1.521871	 2.245829	 1.579673	 0.001692	 
0.087147	 0.012638	 0.022901	 0.244043	 -0.034158	 -0.000105	 1.047523	 1.514677	 2.168941	 1.552396	 0.001692	 
0.177894	 0.012638	 0.022910	 0.491586	 -0.037259	 -0.000007	 1.038585	 1.432294	 2.068624	 1.516071	 0.001692	 
0.248111	 0.013157	 0.022939	 0.678654	 -0.038011	 0.000210	 0.992495	 1.317858	 1.991736	 1.487629	 0.001692	 
0.019116	 0.000969	 0.108923	 0.055253	 -0.004671	 -0.000046	 1.013882	 1.524337	 2.255200	 1.582965	 0.001692	 
0.091227	 0.000923	 0.108885	 0.261754	 -0.003460	 -0.000236	 1.054699	 1.526841	 2.171484	 1.553306	 0.001692	 
0.186187	 0.000925	 0.108926	 0.529129	 -0.001641	 0.000091	 1.041524	 1.431928	 2.062258	 1.513736	 0.001692	 
0.259640	 0.000975	 0.109027	 0.732484	 -0.000063	 0.000782	 0.982506	 1.295953	 1.978542	 1.482693	 0.001692	 
0.019109	 0.004629	 0.108924	 0.055868	 -0.018879	 0.000007	 1.004399	 1.508257	 2.252478	 1.582009	 0.001692	 
0.091304	 0.004428	 0.108850	 0.263288	 -0.015267	 -0.000284	 1.034305	 1.496758	 2.170673	 1.553016	 0.001692	 
0.186633	 0.004435	 0.108891	 0.528557	 -0.009587	 0.000027	 1.018806	 1.401837	 2.063941	 1.514354	 0.001692	 
0.260569	 0.004648	 0.109027	 0.727767	 -0.004493	 0.000797	 0.966968	 1.277775	 1.982136	 1.484039	 0.001692	 
0.018871	 0.009456	 0.108922	 0.054921	 -0.029528	 -0.000029	 1.005365	 1.507329	 2.248927	 1.580762	 0.001692	 
0.090073	 0.009092	 0.108842	 0.258039	 -0.027877	 -0.000333	 1.027613	 1.486350	 2.169616	 1.552638	 0.001692	 
0.183869	 0.009100	 0.108879	 0.515931	 -0.024204	 -0.000018	 1.012766	 1.395008	 2.066136	 1.515159	 0.001692	 
0.256448	 0.009477	 0.109015	 0.708136	 -0.020225	 0.000771	 0.968098	 1.282294	 1.986825	 1.485794	 0.001692	 
0.018513	 0.013196	 0.108918	 0.052852	 -0.031642	 -0.000138	 1.016608	 1.522340	 2.246206	 1.579805	 0.001692	 
0.088110	 0.012738	 0.108864	 0.248459	 -0.035398	 -0.000360	 1.037881	 1.500641	 2.168805	 1.552348	 0.001692	 
